aeso_price,year,month,hour,day
41.52,2018,Sep,22,30
33.26,2018,Sep,23,30
38.53,2018,Oct,0,1
33.25,2018,Oct,1,1
33.26,2018,Oct,2,1
33.26,2018,Oct,3,1
33.26,2018,Oct,4,1
33.26,2018,Oct,5,1
41.34,2018,Oct,6,1
62.18,2018,Oct,7,1
74.26,2018,Oct,8,1
90.83,2018,Oct,9,1
90.93,2018,Oct,10,1
46.29,2018,Oct,11,1
64.68,2018,Oct,12,1
92.06,2018,Oct,13,1
93.09,2018,Oct,14,1
91.01,2018,Oct,15,1
91.74,2018,Oct,16,1
105.18,2018,Oct,17,1
105.43,2018,Oct,18,1
92.29,2018,Oct,19,1
103.75,2018,Oct,20,1
86.68,2018,Oct,21,1
73.7,2018,Oct,22,1
61.1,2018,Oct,23,1
78.97,2018,Oct,0,2
52.84,2018,Oct,1,2
39.01,2018,Oct,2,2
35.08,2018,Oct,3,2
33.26,2018,Oct,4,2
36.07,2018,Oct,5,2
41.53,2018,Oct,6,2
84.93,2018,Oct,7,2
86.05,2018,Oct,8,2
94.97,2018,Oct,9,2
82.97,2018,Oct,10,2
89.36,2018,Oct,11,2
83.81,2018,Oct,12,2
75.67,2018,Oct,13,2
74.95,2018,Oct,14,2
73.83,2018,Oct,15,2
68.65,2018,Oct,16,2
69.75,2018,Oct,17,2
69.94,2018,Oct,18,2
67.6,2018,Oct,19,2
68.41,2018,Oct,20,2
70.4,2018,Oct,21,2
81.19,2018,Oct,22,2
65.43,2018,Oct,23,2
62.63,2018,Oct,0,3
50.21,2018,Oct,1,3
39.05,2018,Oct,2,3
36.37,2018,Oct,3,3
37.97,2018,Oct,4,3
36.76,2018,Oct,5,3
49.13,2018,Oct,6,3
67.48,2018,Oct,7,3
60.71,2018,Oct,8,3
63.52,2018,Oct,9,3
67.26,2018,Oct,10,3
64.23,2018,Oct,11,3
63.55,2018,Oct,12,3
63.64,2018,Oct,13,3
59.19,2018,Oct,14,3
57.44,2018,Oct,15,3
54.36,2018,Oct,16,3
54.36,2018,Oct,17,3
54.74,2018,Oct,18,3
54.14,2018,Oct,19,3
59.88,2018,Oct,20,3
56.63,2018,Oct,21,3
56.68,2018,Oct,22,3
54.14,2018,Oct,23,3
53.33,2018,Oct,0,4
49.23,2018,Oct,1,4
43.73,2018,Oct,2,4
39.92,2018,Oct,3,4
39.81,2018,Oct,4,4
39.72,2018,Oct,5,4
46.62,2018,Oct,6,4
55.85,2018,Oct,7,4
66.29,2018,Oct,8,4
54.25,2018,Oct,9,4
64.43,2018,Oct,10,4
62.37,2018,Oct,11,4
67.48,2018,Oct,12,4
68,2018,Oct,13,4
55.45,2018,Oct,14,4
53.46,2018,Oct,15,4
52.94,2018,Oct,16,4
53.55,2018,Oct,17,4
53.01,2018,Oct,18,4
52.68,2018,Oct,19,4
56.25,2018,Oct,20,4
52.68,2018,Oct,21,4
50.13,2018,Oct,22,4
42.55,2018,Oct,23,4
34.75,2018,Oct,0,5
34.44,2018,Oct,1,5
33.25,2018,Oct,2,5
33.25,2018,Oct,3,5
33.25,2018,Oct,4,5
33.25,2018,Oct,5,5
33.26,2018,Oct,6,5
36.7,2018,Oct,7,5
34.07,2018,Oct,8,5
33.52,2018,Oct,9,5
34.5,2018,Oct,10,5
35.52,2018,Oct,11,5
40.34,2018,Oct,12,5
48.08,2018,Oct,13,5
47.02,2018,Oct,14,5
47.08,2018,Oct,15,5
44.32,2018,Oct,16,5
37.75,2018,Oct,17,5
33.93,2018,Oct,18,5
33.26,2018,Oct,19,5
48.04,2018,Oct,20,5
43.1,2018,Oct,21,5
47.7,2018,Oct,22,5
35.2,2018,Oct,23,5
33.26,2018,Oct,0,6
34.72,2018,Oct,1,6
33.25,2018,Oct,2,6
33.25,2018,Oct,3,6
33.23,2018,Oct,4,6
33.25,2018,Oct,5,6
33.25,2018,Oct,6,6
36.16,2018,Oct,7,6
36.78,2018,Oct,8,6
45.18,2018,Oct,9,6
49.23,2018,Oct,10,6
52.07,2018,Oct,11,6
48.82,2018,Oct,12,6
47.51,2018,Oct,13,6
46.97,2018,Oct,14,6
46.06,2018,Oct,15,6
43.67,2018,Oct,16,6
45.1,2018,Oct,17,6
45.63,2018,Oct,18,6
44.67,2018,Oct,19,6
49.11,2018,Oct,20,6
42.77,2018,Oct,21,6
42.77,2018,Oct,22,6
34.87,2018,Oct,23,6
33.26,2018,Oct,0,7
33.26,2018,Oct,1,7
33.25,2018,Oct,2,7
33.25,2018,Oct,3,7
33.25,2018,Oct,4,7
33.25,2018,Oct,5,7
33.91,2018,Oct,6,7
37.37,2018,Oct,7,7
33.26,2018,Oct,8,7
33.26,2018,Oct,9,7
34.15,2018,Oct,10,7
40.67,2018,Oct,11,7
47.44,2018,Oct,12,7
47.63,2018,Oct,13,7
47.63,2018,Oct,14,7
47.61,2018,Oct,15,7
48.63,2018,Oct,16,7
49.54,2018,Oct,17,7
44.02,2018,Oct,18,7
41.88,2018,Oct,19,7
45.75,2018,Oct,20,7
45.75,2018,Oct,21,7
48.29,2018,Oct,22,7
35.72,2018,Oct,23,7
39.44,2018,Oct,0,8
33.74,2018,Oct,1,8
33.25,2018,Oct,2,8
33.25,2018,Oct,3,8
33.25,2018,Oct,4,8
33.25,2018,Oct,5,8
33.26,2018,Oct,6,8
35.12,2018,Oct,7,8
32.64,2018,Oct,8,8
35.89,2018,Oct,9,8
48.55,2018,Oct,10,8
73.77,2018,Oct,11,8
94.47,2018,Oct,12,8
93.15,2018,Oct,13,8
253.76,2018,Oct,14,8
64.5,2018,Oct,15,8
68.91,2018,Oct,16,8
71.99,2018,Oct,17,8
73.26,2018,Oct,18,8
64.31,2018,Oct,19,8
61.88,2018,Oct,20,8
51,2018,Oct,21,8
53.74,2018,Oct,22,8
50.64,2018,Oct,23,8
53.05,2018,Oct,0,9
45.7,2018,Oct,1,9
47.94,2018,Oct,2,9
46.81,2018,Oct,3,9
46.52,2018,Oct,4,9
43.95,2018,Oct,5,9
48.91,2018,Oct,6,9
72.07,2018,Oct,7,9
78.27,2018,Oct,8,9
77.37,2018,Oct,9,9
74.79,2018,Oct,10,9
90.75,2018,Oct,11,9
96.48,2018,Oct,12,9
159.76,2018,Oct,13,9
238.43,2018,Oct,14,9
167.9,2018,Oct,15,9
127.92,2018,Oct,16,9
136.63,2018,Oct,17,9
109.15,2018,Oct,18,9
96.01,2018,Oct,19,9
137.04,2018,Oct,20,9
349.04,2018,Oct,21,9
167.38,2018,Oct,22,9
71.82,2018,Oct,23,9
51.25,2018,Oct,0,10
45.34,2018,Oct,1,10
43.98,2018,Oct,2,10
42.9,2018,Oct,3,10
48.51,2018,Oct,4,10
50.89,2018,Oct,5,10
52.49,2018,Oct,6,10
86.43,2018,Oct,7,10
97.99,2018,Oct,8,10
96.45,2018,Oct,9,10
130.87,2018,Oct,10,10
598.55,2018,Oct,11,10
819.56,2018,Oct,12,10
249.47,2018,Oct,13,10
204.25,2018,Oct,14,10
227.59,2018,Oct,15,10
246.87,2018,Oct,16,10
249.35,2018,Oct,17,10
218.43,2018,Oct,18,10
165.22,2018,Oct,19,10
212.93,2018,Oct,20,10
182.92,2018,Oct,21,10
104.8,2018,Oct,22,10
65.95,2018,Oct,23,10
60.81,2018,Oct,0,11
58.69,2018,Oct,1,11
64.09,2018,Oct,2,11
58.02,2018,Oct,3,11
57,2018,Oct,4,11
60.76,2018,Oct,5,11
64.08,2018,Oct,6,11
93.95,2018,Oct,7,11
98.21,2018,Oct,8,11
98.26,2018,Oct,9,11
391.58,2018,Oct,10,11
190.14,2018,Oct,11,11
168.67,2018,Oct,12,11
89.44,2018,Oct,13,11
65.55,2018,Oct,14,11
51.82,2018,Oct,15,11
41.95,2018,Oct,16,11
49.48,2018,Oct,17,11
50.11,2018,Oct,18,11
34.71,2018,Oct,19,11
33.26,2018,Oct,20,11
33.03,2018,Oct,21,11
41.17,2018,Oct,22,11
34.88,2018,Oct,23,11
33.69,2018,Oct,0,12
33.25,2018,Oct,1,12
33.25,2018,Oct,2,12
32.4,2018,Oct,3,12
31.75,2018,Oct,4,12
31.75,2018,Oct,5,12
31.93,2018,Oct,6,12
33.25,2018,Oct,7,12
36.61,2018,Oct,8,12
44.45,2018,Oct,9,12
41.03,2018,Oct,10,12
33.26,2018,Oct,11,12
33.25,2018,Oct,12,12
32.88,2018,Oct,13,12
33.25,2018,Oct,14,12
32.83,2018,Oct,15,12
31.75,2018,Oct,16,12
32.15,2018,Oct,17,12
31.83,2018,Oct,18,12
33.25,2018,Oct,19,12
33.25,2018,Oct,20,12
33.25,2018,Oct,21,12
33.25,2018,Oct,22,12
33.25,2018,Oct,23,12
32.35,2018,Oct,0,13
31.75,2018,Oct,1,13
31.96,2018,Oct,2,13
33.08,2018,Oct,3,13
33.25,2018,Oct,4,13
33.25,2018,Oct,5,13
33.26,2018,Oct,6,13
35.93,2018,Oct,7,13
52.85,2018,Oct,8,13
53.99,2018,Oct,9,13
76.16,2018,Oct,10,13
97.55,2018,Oct,11,13
93.92,2018,Oct,12,13
52.49,2018,Oct,13,13
50.28,2018,Oct,14,13
44.71,2018,Oct,15,13
36.08,2018,Oct,16,13
35.72,2018,Oct,17,13
49.73,2018,Oct,18,13
103.96,2018,Oct,19,13
221.31,2018,Oct,20,13
109.91,2018,Oct,21,13
98.66,2018,Oct,22,13
111.61,2018,Oct,23,13
72.39,2018,Oct,0,14
71.77,2018,Oct,1,14
71.22,2018,Oct,2,14
62.8,2018,Oct,3,14
60.7,2018,Oct,4,14
56.48,2018,Oct,5,14
44.03,2018,Oct,6,14
43.91,2018,Oct,7,14
50.51,2018,Oct,8,14
44.09,2018,Oct,9,14
44.98,2018,Oct,10,14
45.22,2018,Oct,11,14
51.18,2018,Oct,12,14
51.18,2018,Oct,13,14
51.18,2018,Oct,14,14
43.59,2018,Oct,15,14
37.24,2018,Oct,16,14
38.7,2018,Oct,17,14
51.18,2018,Oct,18,14
46.13,2018,Oct,19,14
48.19,2018,Oct,20,14
38.38,2018,Oct,21,14
44.44,2018,Oct,22,14
34.31,2018,Oct,23,14
33.26,2018,Oct,0,15
33.25,2018,Oct,1,15
33.18,2018,Oct,2,15
33.25,2018,Oct,3,15
33.25,2018,Oct,4,15
33.25,2018,Oct,5,15
33.46,2018,Oct,6,15
53.53,2018,Oct,7,15
84.71,2018,Oct,8,15
101.79,2018,Oct,9,15
100.41,2018,Oct,10,15
163.94,2018,Oct,11,15
156.95,2018,Oct,12,15
88.1,2018,Oct,13,15
76.25,2018,Oct,14,15
66.39,2018,Oct,15,15
73.23,2018,Oct,16,15
62.12,2018,Oct,17,15
57.83,2018,Oct,18,15
52.67,2018,Oct,19,15
61.39,2018,Oct,20,15
54.83,2018,Oct,21,15
64.51,2018,Oct,22,15
51.05,2018,Oct,23,15
70.12,2018,Oct,0,16
87.39,2018,Oct,1,16
74.14,2018,Oct,2,16
58.96,2018,Oct,3,16
51.51,2018,Oct,4,16
80.14,2018,Oct,5,16
91.26,2018,Oct,6,16
133.43,2018,Oct,7,16
159.08,2018,Oct,8,16
97.17,2018,Oct,9,16
115.86,2018,Oct,10,16
203.74,2018,Oct,11,16
237.89,2018,Oct,12,16
241.98,2018,Oct,13,16
253.62,2018,Oct,14,16
135.37,2018,Oct,15,16
132.62,2018,Oct,16,16
151.86,2018,Oct,17,16
208.29,2018,Oct,18,16
102.52,2018,Oct,19,16
87.51,2018,Oct,20,16
83.18,2018,Oct,21,16
55.34,2018,Oct,22,16
41.72,2018,Oct,23,16
41.03,2018,Oct,0,17
38.94,2018,Oct,1,17
33.26,2018,Oct,2,17
34.69,2018,Oct,3,17
38.1,2018,Oct,4,17
33.26,2018,Oct,5,17
38.06,2018,Oct,6,17
79.81,2018,Oct,7,17
100.83,2018,Oct,8,17
46.56,2018,Oct,9,17
92.79,2018,Oct,10,17
890.28,2018,Oct,11,17
941.18,2018,Oct,12,17
338.47,2018,Oct,13,17
933.83,2018,Oct,14,17
571.07,2018,Oct,15,17
606.97,2018,Oct,16,17
901.14,2018,Oct,17,17
271.71,2018,Oct,18,17
30.49,2018,Oct,19,17
33.26,2018,Oct,20,17
32.73,2018,Oct,21,17
33.25,2018,Oct,22,17
32.2,2018,Oct,23,17
31.74,2018,Oct,0,18
31.74,2018,Oct,1,18
31.75,2018,Oct,2,18
31.74,2018,Oct,3,18
31.74,2018,Oct,4,18
31.59,2018,Oct,5,18
31.37,2018,Oct,6,18
32.85,2018,Oct,7,18
32.23,2018,Oct,8,18
32.72,2018,Oct,9,18
34.98,2018,Oct,10,18
39.37,2018,Oct,11,18
58.26,2018,Oct,12,18
49.83,2018,Oct,13,18
55.32,2018,Oct,14,18
51.35,2018,Oct,15,18
41.62,2018,Oct,16,18
32.33,2018,Oct,17,18
33.51,2018,Oct,18,18
34.16,2018,Oct,19,18
82.65,2018,Oct,20,18
84.8,2018,Oct,21,18
78.53,2018,Oct,22,18
52.4,2018,Oct,23,18
50.76,2018,Oct,0,19
33.35,2018,Oct,1,19
33.25,2018,Oct,2,19
33.26,2018,Oct,3,19
33.26,2018,Oct,4,19
50.49,2018,Oct,5,19
60,2018,Oct,6,19
78.96,2018,Oct,7,19
73.01,2018,Oct,8,19
72.05,2018,Oct,9,19
48.46,2018,Oct,10,19
63.79,2018,Oct,11,19
71.18,2018,Oct,12,19
50.43,2018,Oct,13,19
51.64,2018,Oct,14,19
59.39,2018,Oct,15,19
56.88,2018,Oct,16,19
50.11,2018,Oct,17,19
33.67,2018,Oct,18,19
61.91,2018,Oct,19,19
77.85,2018,Oct,20,19
63.92,2018,Oct,21,19
39.61,2018,Oct,22,19
51.96,2018,Oct,23,19
39.45,2018,Oct,0,20
33.82,2018,Oct,1,20
33.26,2018,Oct,2,20
33.26,2018,Oct,3,20
33.25,2018,Oct,4,20
31.75,2018,Oct,5,20
31.75,2018,Oct,6,20
31.75,2018,Oct,7,20
31.74,2018,Oct,8,20
31.74,2018,Oct,9,20
32.98,2018,Oct,10,20
33.26,2018,Oct,11,20
33.26,2018,Oct,12,20
33.26,2018,Oct,13,20
35.15,2018,Oct,14,20
33.26,2018,Oct,15,20
34.25,2018,Oct,16,20
33.34,2018,Oct,17,20
42.96,2018,Oct,18,20
51.78,2018,Oct,19,20
53.12,2018,Oct,20,20
51.11,2018,Oct,21,20
51.11,2018,Oct,22,20
40.53,2018,Oct,23,20
38.15,2018,Oct,0,21
45.73,2018,Oct,1,21
46.36,2018,Oct,2,21
46.96,2018,Oct,3,21
44.76,2018,Oct,4,21
44.76,2018,Oct,5,21
49.45,2018,Oct,6,21
51.11,2018,Oct,7,21
39.59,2018,Oct,8,21
48.4,2018,Oct,9,21
51.11,2018,Oct,10,21
53.8,2018,Oct,11,21
53.16,2018,Oct,12,21
53.92,2018,Oct,13,21
54,2018,Oct,14,21
53.01,2018,Oct,15,21
53.2,2018,Oct,16,21
55.09,2018,Oct,17,21
56.76,2018,Oct,18,21
64.57,2018,Oct,19,21
66.82,2018,Oct,20,21
54.65,2018,Oct,21,21
71.89,2018,Oct,22,21
66.69,2018,Oct,23,21
54.67,2018,Oct,0,22
45.96,2018,Oct,1,22
39.27,2018,Oct,2,22
33.26,2018,Oct,3,22
33.26,2018,Oct,4,22
33.26,2018,Oct,5,22
58.36,2018,Oct,6,22
46.7,2018,Oct,7,22
47.82,2018,Oct,8,22
52.83,2018,Oct,9,22
52.97,2018,Oct,10,22
52.86,2018,Oct,11,22
52.1,2018,Oct,12,22
51.97,2018,Oct,13,22
51.87,2018,Oct,14,22
52.47,2018,Oct,15,22
52.49,2018,Oct,16,22
70.18,2018,Oct,17,22
58.14,2018,Oct,18,22
51.82,2018,Oct,19,22
37.2,2018,Oct,20,22
34.94,2018,Oct,21,22
51.34,2018,Oct,22,22
52.32,2018,Oct,23,22
50.8,2018,Oct,0,23
34.65,2018,Oct,1,23
33.26,2018,Oct,2,23
33.26,2018,Oct,3,23
33.26,2018,Oct,4,23
40.44,2018,Oct,5,23
39.22,2018,Oct,6,23
51.89,2018,Oct,7,23
68.31,2018,Oct,8,23
58.7,2018,Oct,9,23
56.09,2018,Oct,10,23
55.3,2018,Oct,11,23
70.08,2018,Oct,12,23
86.35,2018,Oct,13,23
83.82,2018,Oct,14,23
82.13,2018,Oct,15,23
65.06,2018,Oct,16,23
72.48,2018,Oct,17,23
61.47,2018,Oct,18,23
59.09,2018,Oct,19,23
59.53,2018,Oct,20,23
52.26,2018,Oct,21,23
50.25,2018,Oct,22,23
42.4,2018,Oct,23,23
41.99,2018,Oct,0,24
33.26,2018,Oct,1,24
33.26,2018,Oct,2,24
33.25,2018,Oct,3,24
33.25,2018,Oct,4,24
33,2018,Oct,5,24
33.25,2018,Oct,6,24
33.26,2018,Oct,7,24
33.26,2018,Oct,8,24
33.25,2018,Oct,9,24
33.26,2018,Oct,10,24
33.26,2018,Oct,11,24
41.9,2018,Oct,12,24
51.82,2018,Oct,13,24
44.77,2018,Oct,14,24
33.26,2018,Oct,15,24
39.14,2018,Oct,16,24
40.52,2018,Oct,17,24
33.26,2018,Oct,18,24
41.98,2018,Oct,19,24
33.26,2018,Oct,20,24
33.26,2018,Oct,21,24
39.6,2018,Oct,22,24
42.9,2018,Oct,23,24
33.26,2018,Oct,0,25
33.25,2018,Oct,1,25
33.25,2018,Oct,2,25
32.48,2018,Oct,3,25
32.25,2018,Oct,4,25
32.66,2018,Oct,5,25
32.68,2018,Oct,6,25
32.63,2018,Oct,7,25
33.25,2018,Oct,8,25
33.25,2018,Oct,9,25
33.26,2018,Oct,10,25
33.26,2018,Oct,11,25
33.26,2018,Oct,12,25
33.26,2018,Oct,13,25
41.22,2018,Oct,14,25
33.25,2018,Oct,15,25
33.25,2018,Oct,16,25
33.25,2018,Oct,17,25
32.37,2018,Oct,18,25
31.75,2018,Oct,19,25
31.75,2018,Oct,20,25
31.75,2018,Oct,21,25
31.75,2018,Oct,22,25
31.74,2018,Oct,23,25
31.74,2018,Oct,0,26
31.74,2018,Oct,1,26
31.57,2018,Oct,2,26
27.42,2018,Oct,3,26
27.53,2018,Oct,4,26
30.42,2018,Oct,5,26
32.22,2018,Oct,6,26
34.95,2018,Oct,7,26
40.8,2018,Oct,8,26
37.14,2018,Oct,9,26
44.57,2018,Oct,10,26
63.2,2018,Oct,11,26
60.43,2018,Oct,12,26
33.25,2018,Oct,13,26
33.24,2018,Oct,14,26
32.14,2018,Oct,15,26
31.74,2018,Oct,16,26
32.22,2018,Oct,17,26
32.29,2018,Oct,18,26
31.75,2018,Oct,19,26
31.74,2018,Oct,20,26
31.74,2018,Oct,21,26
31.75,2018,Oct,22,26
27.57,2018,Oct,23,26
31.57,2018,Oct,0,27
29.2,2018,Oct,1,27
31.74,2018,Oct,2,27
32.1,2018,Oct,3,27
37.21,2018,Oct,4,27
32.72,2018,Oct,5,27
32.08,2018,Oct,6,27
32.33,2018,Oct,7,27
32.1,2018,Oct,8,27
32.9,2018,Oct,9,27
33.14,2018,Oct,10,27
33.15,2018,Oct,11,27
31.46,2018,Oct,12,27
31.89,2018,Oct,13,27
32.99,2018,Oct,14,27
31.96,2018,Oct,15,27
31.75,2018,Oct,16,27
32.77,2018,Oct,17,27
33.18,2018,Oct,18,27
33.26,2018,Oct,19,27
33.26,2018,Oct,20,27
33.26,2018,Oct,21,27
33.26,2018,Oct,22,27
36.5,2018,Oct,23,27
45.04,2018,Oct,0,28
47,2018,Oct,1,28
50,2018,Oct,2,28
44.98,2018,Oct,3,28
33.63,2018,Oct,4,28
35.34,2018,Oct,5,28
33.26,2018,Oct,6,28
33.26,2018,Oct,7,28
33.26,2018,Oct,8,28
33.25,2018,Oct,9,28
33.25,2018,Oct,10,28
33.25,2018,Oct,11,28
41.6,2018,Oct,12,28
49.63,2018,Oct,13,28
37.95,2018,Oct,14,28
31.33,2018,Oct,15,28
27.8,2018,Oct,16,28
32.27,2018,Oct,17,28
32.99,2018,Oct,18,28
33.14,2018,Oct,19,28
33.23,2018,Oct,20,28
32.99,2018,Oct,21,28
32.99,2018,Oct,22,28
32.08,2018,Oct,23,28
31.36,2018,Oct,0,29
31.74,2018,Oct,1,29
31.74,2018,Oct,2,29
31.75,2018,Oct,3,29
32.86,2018,Oct,4,29
32.45,2018,Oct,5,29
31.75,2018,Oct,6,29
29.81,2018,Oct,7,29
32.31,2018,Oct,8,29
33.1,2018,Oct,9,29
33.12,2018,Oct,10,29
37.56,2018,Oct,11,29
33.26,2018,Oct,12,29
33.26,2018,Oct,13,29
47.09,2018,Oct,14,29
46.99,2018,Oct,15,29
47.33,2018,Oct,16,29
48.82,2018,Oct,17,29
55.51,2018,Oct,18,29
41.27,2018,Oct,19,29
33.26,2018,Oct,20,29
32.08,2018,Oct,21,29
32.99,2018,Oct,22,29
33.1,2018,Oct,23,29
33.26,2018,Oct,0,30
32.88,2018,Oct,1,30
33.25,2018,Oct,2,30
33.25,2018,Oct,3,30
33.25,2018,Oct,4,30
33.25,2018,Oct,5,30
33.25,2018,Oct,6,30
33.26,2018,Oct,7,30
33.26,2018,Oct,8,30
33.26,2018,Oct,9,30
33.26,2018,Oct,10,30
52.84,2018,Oct,11,30
33.26,2018,Oct,12,30
38.12,2018,Oct,13,30
39.61,2018,Oct,14,30
41.19,2018,Oct,15,30
35.91,2018,Oct,16,30
33.27,2018,Oct,17,30
33.27,2018,Oct,18,30
44.53,2018,Oct,19,30
48.38,2018,Oct,20,30
34.12,2018,Oct,21,30
43.23,2018,Oct,22,30
36.58,2018,Oct,23,30
33.29,2018,Oct,0,31
33.26,2018,Oct,1,31
33.25,2018,Oct,2,31
33.1,2018,Oct,3,31
36.05,2018,Oct,4,31
33.25,2018,Oct,5,31
45.84,2018,Oct,6,31
49.03,2018,Oct,7,31
54.11,2018,Oct,8,31
50.13,2018,Oct,9,31
33.33,2018,Oct,10,31
33.27,2018,Oct,11,31
37.89,2018,Oct,12,31
33.26,2018,Oct,13,31
33.26,2018,Oct,14,31
33.25,2018,Oct,15,31
33.26,2018,Oct,16,31
43.76,2018,Oct,17,31
34.95,2018,Oct,18,31
33.26,2018,Oct,19,31
33.26,2018,Oct,20,31
33.26,2018,Oct,21,31
32.57,2018,Oct,22,31
29.45,2018,Oct,23,31
27.26,2018,Nov,0,1
29.65,2018,Nov,1,1
27.8,2018,Nov,2,1
27.19,2018,Nov,3,1
29.7,2018,Nov,4,1
32.25,2018,Nov,5,1
33.25,2018,Nov,6,1
38.99,2018,Nov,7,1
41.35,2018,Nov,8,1
49.52,2018,Nov,9,1
54.78,2018,Nov,10,1
59.08,2018,Nov,11,1
93.86,2018,Nov,12,1
56.71,2018,Nov,13,1
71.99,2018,Nov,14,1
112.02,2018,Nov,15,1
100,2018,Nov,16,1
685.78,2018,Nov,17,1
265.01,2018,Nov,18,1
103.01,2018,Nov,19,1
161.72,2018,Nov,20,1
62.68,2018,Nov,21,1
51.84,2018,Nov,22,1
33.04,2018,Nov,23,1
32.03,2018,Nov,0,2
31.71,2018,Nov,1,2
32.12,2018,Nov,2,2
30.17,2018,Nov,3,2
29.84,2018,Nov,4,2
30.98,2018,Nov,5,2
32.43,2018,Nov,6,2
43.12,2018,Nov,7,2
32.82,2018,Nov,8,2
49.32,2018,Nov,9,2
48.43,2018,Nov,10,2
44.89,2018,Nov,11,2
48.21,2018,Nov,12,2
38.77,2018,Nov,13,2
33.26,2018,Nov,14,2
33.26,2018,Nov,15,2
42.7,2018,Nov,16,2
42.75,2018,Nov,17,2
53.43,2018,Nov,18,2
89.44,2018,Nov,19,2
56.73,2018,Nov,20,2
48.91,2018,Nov,21,2
49.01,2018,Nov,22,2
48.8,2018,Nov,23,2
66.03,2018,Nov,0,3
50.84,2018,Nov,1,3
50.32,2018,Nov,2,3
48.83,2018,Nov,3,3
48.31,2018,Nov,4,3
43.04,2018,Nov,5,3
33.26,2018,Nov,6,3
33.03,2018,Nov,7,3
31.21,2018,Nov,8,3
33.26,2018,Nov,9,3
49.24,2018,Nov,10,3
61.15,2018,Nov,11,3
103.63,2018,Nov,12,3
32.99,2018,Nov,13,3
33.23,2018,Nov,14,3
33.26,2018,Nov,15,3
30.7,2018,Nov,16,3
27.18,2018,Nov,17,3
32.97,2018,Nov,18,3
41.9,2018,Nov,19,3
37.69,2018,Nov,20,3
32.03,2018,Nov,21,3
28.07,2018,Nov,22,3
27.18,2018,Nov,23,3
27.09,2018,Nov,0,4
27.05,2018,Nov,1,4
27.13,2018,Nov,2,4
27.18,2018,Nov,2,4
27.16,2018,Nov,3,4
27.05,2018,Nov,4,4
27.16,2018,Nov,5,4
27.18,2018,Nov,6,4
31.42,2018,Nov,7,4
27.19,2018,Nov,8,4
31.09,2018,Nov,9,4
33.13,2018,Nov,10,4
33.06,2018,Nov,11,4
32.99,2018,Nov,12,4
32.99,2018,Nov,13,4
32.25,2018,Nov,14,4
28.6,2018,Nov,15,4
28.2,2018,Nov,16,4
31.82,2018,Nov,17,4
44.79,2018,Nov,18,4
48.94,2018,Nov,19,4
49.88,2018,Nov,20,4
49.44,2018,Nov,21,4
41.67,2018,Nov,22,4
32.55,2018,Nov,23,4
28.94,2018,Nov,0,5
31.73,2018,Nov,1,5
31.74,2018,Nov,2,5
31.74,2018,Nov,3,5
31.74,2018,Nov,4,5
31.74,2018,Nov,5,5
32.72,2018,Nov,6,5
43.02,2018,Nov,7,5
33.96,2018,Nov,8,5
33.26,2018,Nov,9,5
69.02,2018,Nov,10,5
98.95,2018,Nov,11,5
383.62,2018,Nov,12,5
121.88,2018,Nov,13,5
95.05,2018,Nov,14,5
160.8,2018,Nov,15,5
97.41,2018,Nov,16,5
164.64,2018,Nov,17,5
334.95,2018,Nov,18,5
253.99,2018,Nov,19,5
93.45,2018,Nov,20,5
89.27,2018,Nov,21,5
72.81,2018,Nov,22,5
50.78,2018,Nov,23,5
51.01,2018,Nov,0,6
54.12,2018,Nov,1,6
60.45,2018,Nov,2,6
53.3,2018,Nov,3,6
48.37,2018,Nov,4,6
52.1,2018,Nov,5,6
58.42,2018,Nov,6,6
80.39,2018,Nov,7,6
63.56,2018,Nov,8,6
71.2,2018,Nov,9,6
69.86,2018,Nov,10,6
64.89,2018,Nov,11,6
73.33,2018,Nov,12,6
60.34,2018,Nov,13,6
60.63,2018,Nov,14,6
61.24,2018,Nov,15,6
70.26,2018,Nov,16,6
87.35,2018,Nov,17,6
200.7,2018,Nov,18,6
72.43,2018,Nov,19,6
64.55,2018,Nov,20,6
63.52,2018,Nov,21,6
80.96,2018,Nov,22,6
76.28,2018,Nov,23,6
71.85,2018,Nov,0,7
57.27,2018,Nov,1,7
67.61,2018,Nov,2,7
56.17,2018,Nov,3,7
62,2018,Nov,4,7
68.75,2018,Nov,5,7
56.45,2018,Nov,6,7
70.19,2018,Nov,7,7
72.6,2018,Nov,8,7
73.82,2018,Nov,9,7
71.12,2018,Nov,10,7
70.03,2018,Nov,11,7
68.84,2018,Nov,12,7
59.23,2018,Nov,13,7
60.06,2018,Nov,14,7
63.24,2018,Nov,15,7
65.06,2018,Nov,16,7
67.28,2018,Nov,17,7
136.64,2018,Nov,18,7
73.31,2018,Nov,19,7
88.3,2018,Nov,20,7
59.99,2018,Nov,21,7
84.03,2018,Nov,22,7
74.44,2018,Nov,23,7
84.24,2018,Nov,0,8
65.57,2018,Nov,1,8
62.02,2018,Nov,2,8
64.88,2018,Nov,3,8
65.5,2018,Nov,4,8
66.81,2018,Nov,5,8
81.82,2018,Nov,6,8
94.62,2018,Nov,7,8
80.19,2018,Nov,8,8
94.9,2018,Nov,9,8
96.79,2018,Nov,10,8
103.84,2018,Nov,11,8
94.48,2018,Nov,12,8
82.64,2018,Nov,13,8
76.23,2018,Nov,14,8
67.6,2018,Nov,15,8
60.26,2018,Nov,16,8
133.17,2018,Nov,17,8
